"Series Key",EBA.US48-ALL.D.H
"Series Name","EBA.US48-ALL.D.H, hourly"
Units,megawatthours
Frequency,H
"Start Date",20231102T20
"End Date",20230408T13
Source,"EIA, U.S. Energy Information Administration"

20230425T23,439171
20230425T22,437587
20230425T21,433600
20230425T20,430835
20230425T19,430061
20230425T18,429279
20230425T17,429020
20230425T16,428689
20230425T15,426850
20230425T14,424648
20230425T13,423195
20230425T12,416254
20230425T11,396335
20230425T10,372405
20230425T09,362282
20230425T08,361404
20230425T07,367611
20230425T06,376345
20230425T05,389207
20230425T04,406920
20230425T03,424303
20230425T02,437833
20230425T01,438411
20230425T00,432515
20230424T23,429172
20230424T22,425929
20230424T21,422854
20230424T20,422287
20230424T19,422963
20230424T18,424745
20230424T17,425887
20230424T16,427970
20230424T15,428442
20230424T14,428054
20230424T13,425129
20230424T12,414682
20230424T11,391684
20230424T10,367600
20230424T09,356297
20230424T08,354406
20230424T07,359021
20230424T06,367760
20230424T05,379996
20230424T04,396248
20230424T03,412863
20230424T02,424636
20230424T01,424431
20230424T00,417690
20230423T23,413293
20230423T22,409044
20230423T21,404392
20230423T20,400463
20230423T19,398809
20230423T18,397503
20230423T17,394686
20230423T16,390490
20230423T15,386350
20230423T14,378523
20230423T13,368099
20230423T12,355864
20230423T11,347541
20230423T10,344984
20230423T09,344256
20230423T08,347238
20230423T07,354018
20230423T06,363473
20230423T05,376139
20230423T04,391494
20230423T03,406033
20230423T02,417070
20230423T01,419632
20230423T00,419314
20230422T23,420896
20230422T22,419894
20230422T21,416596
20230422T20,412849
20230422T19,411397
20230422T18,410439
20230422T17,407678
20230422T16,403716
20230422T15,397830
20230422T14,387603
20230422T13,373156
20230422T12,359259
20230422T11,351061
20230422T10,346964
20230422T09,346351
20230422T08,350612
20230422T07,359464
20230422T06,371384
20230422T05,387363
20230422T04,406780
20230422T03,425395
20230422T02,439143
20230422T01,446403
20230422T00,449963
20230421T23,455789
20230421T22,457823
20230421T21,454850
20230421T20,450339
20230421T19,445032
20230421T18,440001
20230421T17,420655
20230421T16,432381
20230421T15,426368
20230421T14,418415
20230421T13,409431
20230421T12,395669
20230421T11,375924
20230421T10,360273
20230421T09,352891
20230421T08,355538
20230421T07,364539
20230421T06,378192
20230421T05,395951
20230421T04,418105
20230421T03,440572
20230421T02,458890
20230421T01,467837
20230421T00,470463
20230420T23,474717
20230420T22,474153
20230420T21,468288
20230420T20,460613
20230420T19,454644
20230420T18,449549
20230420T17,444737
20230420T16,439774
20230420T15,433845
20230420T14,425572
20230420T13,416342
20230420T12,405974
20230420T11,387354
20230420T10,367314
20230420T09,357236
20230420T08,357746
20230420T07,365475
20230420T06,378187
20230420T05,394786
20230420T04,415931
20230420T03,437239
20230420T02,455003
20230420T01,461087
20230420T00,462331
20230419T23,465005
20230419T22,461505
20230419T21,454417
20230419T20,448011
20230419T19,441980
20230419T18,437472
20230419T17,434995
20230419T16,434236
20230419T15,429728
20230419T14,423032
20230419T13,417542
20230419T12,408451
20230419T11,387257
20230419T10,366170
20230419T09,357006
20230419T08,356786
20230419T07,363042
20230419T06,373669
20230419T05,389494
20230419T04,409006
20230419T03,428149
20230419T02,443851
20230419T01,447504
20230419T00,445506
20230418T23,444988
20230418T22,442157
20230418T21,436515
20230418T20,430818
20230418T19,427572
20230418T18,427059
20230418T17,426897
20230418T16,426933
20230418T15,426698
20230418T14,424162
20230418T13,421298
20230418T12,412270
20230418T11,391287
20230418T10,368338
20230418T09,357877
20230418T08,357036
20230418T07,362058
20230418T06,372571
20230418T05,387087
20230418T04,405679
20230418T03,425292
20230418T02,440977
20230418T01,445881
20230418T00,444969
20230417T23,444383
20230417T22,442556
20230417T21,437232
20230417T20,432267
20230417T19,430031
20230417T18,430399
20230417T17,431585
20230417T16,432708
20230417T15,432365
20230417T14,427702
20230417T13,420468
20230417T12,406359
20230417T11,381844
20230417T10,358531
20230417T09,348486
20230417T08,346620
20230417T07,352542
20230417T06,362980
20230417T05,377241
20230417T04,395601
20230417T03,412713
20230417T02,426168
20230417T01,430409
20230417T00,428031
20230416T23,426720
20230416T22,422537
20230416T21,416693
20230416T20,412463
20230416T19,409725
20230416T18,406554
20230416T17,402965
20230416T16,395215
20230416T15,385710
20230416T14,373456
20230416T13,358265
20230416T12,345870
20230416T11,339985
20230416T10,338529
20230416T09,339333
20230416T08,344202
20230416T07,354533
20230416T06,366326
20230416T05,383314
20230416T04,403178
20230416T03,419181
20230416T02,432925
20230416T01,439727
20230416T00,444326
20230415T23,448933
20230415T22,449409
20230415T21,445859
20230415T20,439541
20230415T19,435112
20230415T18,430185
20230415T17,423850
20230415T16,414776
20230415T15,403785
20230415T14,390526
20230415T13,375588
20230415T12,361564
20230415T11,353375
20230415T10,349507
20230415T09,349167
20230415T08,353808
20230415T07,362657
20230415T06,375561
20230415T05,392557
20230415T04,412473
20230415T03,430789
20230415T02,445615
20230415T01,453830
20230415T00,458342
20230414T23,466473
20230414T22,469406
20230414T21,466635
20230414T20,462382
20230414T19,458090
20230414T18,453753
20230414T17,448163
20230414T16,442135
20230414T15,433756
20230414T14,421852
20230414T13,409656
20230414T12,395726
20230414T11,376594
20230414T10,360030
20230414T09,353841
20230414T08,355253
20230414T07,363769
20230414T06,376808
20230414T05,393965
20230414T04,417629
20230414T03,440498
20230414T02,458831
20230414T01,466684
20230414T00,470499
20230413T23,473097
20230413T22,471476
20230413T21,464685
20230413T20,458161
20230413T19,451664
20230413T18,445368
20230413T17,439617
20230413T16,432867
20230413T15,426490
20230413T14,418214
20230413T13,410201
20230413T12,398289
20230413T11,377994
20230413T10,358228
20230413T09,350389
20230413T08,351243
20230413T07,358764
20230413T06,371098
20230413T05,387921
20230413T04,409143
20230413T03,431409
20230413T02,448721
20230413T01,454874
20230413T00,454658
20230412T23,454376
20230412T22,450512
20230412T21,443181
20230412T20,436151
20230412T19,431724
20230412T18,427490
20230412T17,423902
20230412T16,420383
20230412T15,418043
20230412T14,415006
20230412T13,411817
20230412T12,403260
20230412T11,381816
20230412T10,360278
20230412T09,350858
20230412T08,350656
20230412T07,356515
20230412T06,368729
20230412T05,384495
20230412T04,405168
20230412T03,425572
20230412T02,441136
20230412T01,446134
20230412T00,442021
20230411T23,439588
20230411T22,436131
20230411T21,430658
20230411T20,425828
20230411T19,422723
20230411T18,419881
20230411T17,419027
20230411T16,419218
20230411T15,419514
20230411T14,419590
20230411T13,420772
20230411T12,415134
20230411T11,393523
20230411T10,368595
20230411T09,357724
20230411T08,356861
20230411T07,361189
20230411T06,370495
20230411T05,384165
20230411T04,403409
20230411T03,423476
20230411T02,437541
20230411T01,439933
20230411T00,432234
20230410T23,426785
20230410T22,421369
20230410T21,416701
20230410T20,414527
20230410T19,415248
20230410T18,415779
20230410T17,417036
20230410T16,418175
20230410T15,419387
20230410T14,419481
20230410T13,419227
20230410T12,411108
20230410T11,389156
20230410T10,364756
20230410T09,351938
20230410T08,348521
20230410T07,351303
20230410T06,357857
20230410T05,367873
20230410T04,382811
20230410T03,395898
20230410T02,402529
20230410T01,398719
20230410T00,385093
20230409T23,376146
20230409T22,369259
20230409T21,365014
20230409T20,365654
20230409T19,368967
20230409T18,374791
20230409T17,379890
20230409T16,382949
20230409T15,384811
20230409T14,385372
20230409T13,381034
20230409T12,373231
20230409T11,365058
20230409T10,357667
20230409T09,355924
20230409T08,358635
20230409T07,364410
20230409T06,373987
20230409T05,386648
20230409T04,401000
20230409T03,412864
20230409T02,419551
20230409T01,419133
20230409T00,412448
20230408T23,407831
20230408T22,403062
20230408T21,398089
20230408T20,396236
20230408T19,396341
20230408T18,399594
20230408T17,402899
20230408T16,405321
20230408T15,404194
20230408T14,398283
20230408T13,387727
